iter	Logloss
326	0.3577813275
327	0.3574404253
328	0.3572800118
329	0.3570882208
330	0.3569062898
331	0.3566356401
332	0.3564135395
333	0.3562388298
334	0.3557582745
335	0.3553483343
336	0.3549897986
337	0.3547638068
338	0.3545286571
339	0.3543393249
340	0.3542334592
341	0.3541030002
342	0.3539577418
343	0.353744637
344	0.3535167093
345	0.353399368
346	0.3531404552
347	0.3528140276
348	0.3525350698
349	0.3523195233
350	0.3520049193
351	0.3517312964
352	0.3516144176
353	0.3514029054
354	0.3511633542
355	0.3509870412
356	0.3508002517
357	0.3506007221
358	0.3504621138
359	0.3503309639
360	0.3501982057
361	0.350030342
362	0.3499010717
363	0.3495669128
364	0.3494500952
365	0.3492640442
366	0.3490537326
367	0.349018703
368	0.3488609128
369	0.3485798277
370	0.3484196808
371	0.3482887822
372	0.3479781488
373	0.3477556533
374	0.3475084291
375	0.3473567862
376	0.3473524599
377	0.3471563562
378	0.3470326593
379	0.3467836871
380	0.3465273189
381	0.3463304952
382	0.3461885834
383	0.3460053515
384	0.3458865825
385	0.3456459137
386	0.3454231982
387	0.345320226
388	0.3451712732
389	0.3450123794
390	0.3447716339
391	0.3445818841
392	0.3444585196
393	0.3442222273
394	0.3441339829
395	0.3440957592
396	0.3439815603
397	0.3437463627
398	0.3435684839
399	0.3433868256
400	0.343242686
401	0.3431242915
402	0.3428818534
403	0.3426957181
404	0.3425536172
405	0.3423812731
406	0.3421400895
407	0.3419121319
408	0.3418376978
409	0.3417837885
410	0.3416242314
411	0.3414742652
412	0.3414412318
413	0.3410266713
414	0.3408648457
415	0.3407981139
416	0.3406313252
417	0.3406197311
418	0.3403861948
419	0.3402610585
420	0.340130819
421	0.3400047233
422	0.3397713364
423	0.3396345481
424	0.3395039908
425	0.339337252
426	0.3391819756
427	0.3391128336
428	0.338985878
429	0.3387373075
430	0.3386196962
431	0.3384246941
432	0.3382673359
433	0.3381177078
434	0.3380236728
435	0.337942754
436	0.3378054116
437	0.3376078809
438	0.3374162502
439	0.3373861007
440	0.33723427
441	0.3370665286
442	0.3369516102
443	0.3367542868
444	0.3365772866
445	0.3363820707
446	0.3363586865
447	0.3362092444
448	0.3360153922
449	0.3359269592
450	0.3358922491
451	0.3355160329
452	0.3352923399
453	0.3351165162
454	0.3348347111
455	0.3346157535
456	0.3345416042
457	0.334431742
458	0.3343337402
459	0.3340633834
460	0.3339537732
461	0.3338413568
462	0.3335978443
463	0.3333334709
464	0.3332680849
465	0.333073556
466	0.3329594834
467	0.3328530555
468	0.3327004797
469	0.3325067373
470	0.3323684823
471	0.3321775859
472	0.3321240226
473	0.3319382518
474	0.3317779717
475	0.3316367745
476	0.3315211672
477	0.3313626249
478	0.3313538009
479	0.3312089766
480	0.3310026964
481	0.3308047379
482	0.3306439665
483	0.3305854475
484	0.3304813949
485	0.3303565143
486	0.3301890403
487	0.3300401253
488	0.3297667947
489	0.3297331368
490	0.329534134
491	0.3293393347
492	0.3292286576
493	0.3289780936
494	0.3288402701
495	0.3286571327
496	0.3285949754
497	0.3284790958
498	0.3283178094
499	0.3279878741
500	0.3278860945
501	0.3277578619
502	0.3274730524
503	0.3273638719
504	0.3270229835
505	0.3269310008
506	0.3267690627
507	0.3264806295
508	0.3262889666
509	0.3262201639
510	0.3260399157
511	0.3259445677
512	0.3258565054
513	0.3257357113
514	0.3255912521
515	0.3255573675
516	0.325329144
517	0.3251473114
518	0.3250635892
519	0.3248672
520	0.3247455337
521	0.324548845
522	0.3244446729
523	0.3242791542
524	0.324125532
525	0.3238278069
526	0.323595727
527	0.3234222742
528	0.3231969459
529	0.322962775
530	0.3227360513
531	0.3226388835
532	0.3225068052
533	0.3224184325
534	0.3222763071
535	0.3221794738
536	0.3220007843
537	0.3218224739
538	0.3217188221
539	0.3216075393
540	0.3215082422
541	0.3213374078
542	0.3212803051
543	0.3211646637
544	0.3210247358
545	0.3208530068
546	0.3207207113
547	0.3205146131
548	0.3203874662
549	0.3202896016
550	0.3201722064
551	0.3198353419
552	0.3196505395
553	0.31944789
554	0.3192747341
555	0.3191799599
556	0.3191127421
557	0.3189235441
558	0.3188497349
559	0.3187509383
560	0.3185670118
561	0.318383852
562	0.3182709326
563	0.3181292312
564	0.3178579235
565	0.3176167322
566	0.3175263796
567	0.3173860668
568	0.3172122032
569	0.3171039412
570	0.3169847326
571	0.3167799868
572	0.3165720117
573	0.3164723337
574	0.3162599675
575	0.3160476708
576	0.3159772184
577	0.3157433204
578	0.3156625741
579	0.3155654503
580	0.3154634141
581	0.3153033578
582	0.3152578976
583	0.3151751301
584	0.3150691527
585	0.3149704878
586	0.3148604433
587	0.314617496
588	0.3146059619
589	0.3145517246
590	0.314362031
591	0.3142119466
592	0.3141032009
593	0.313977186
594	0.3136741264
595	0.3134066723
596	0.3133066056
597	0.3131234173
598	0.3131226794
599	0.3130416951
600	0.3128948184
601	0.3126667692
602	0.312644782
603	0.3124573317
604	0.312246107
605	0.3121791989
606	0.3119364797
607	0.3117219498
608	0.311551017
609	0.3114497222
610	0.3111816836
611	0.3110354028
612	0.3107754852
613	0.3106312009
614	0.3105106948
615	0.3103751043
616	0.3102080561
617	0.310080178
618	0.3098162452
619	0.3097259645
620	0.3095450295
621	0.3093800613
622	0.3091845175
623	0.3090747844
624	0.3089795287
625	0.3087949487
626	0.3086930569
627	0.308530514
628	0.3084396387
629	0.3083286
630	0.3082309397
631	0.3080834284
632	0.3079021104
633	0.307690501
634	0.3076439057
635	0.3075107889
636	0.3073475431
637	0.3071688385
638	0.3070041072
639	0.306791936
640	0.3066870032
641	0.3065723669
642	0.3065410588
643	0.3063177387
644	0.3060829402
645	0.3059654162
646	0.3058656447
647	0.3056769301
648	0.3055719175
649	0.3054502608
650	0.3054092746
651	0.305330065
652	0.3051934754
653	0.3051216248
654	0.3049828206
655	0.3047886599
656	0.3046470439
657	0.3045159038
658	0.3043730048
659	0.3041419988
660	0.3039834424
661	0.3038594689
662	0.3037077506
663	0.3036984522
664	0.3035844405
665	0.3034480176
666	0.3032745776
667	0.3032028861
668	0.3031458556
669	0.3030509003
670	0.3028176218
671	0.3027311616
672	0.3026352091
673	0.3022985803
674	0.3020809614
675	0.3019936384
676	0.3019302151
677	0.3018358842
678	0.3017396218
679	0.3016420077
680	0.3014882632
681	0.3013923787
682	0.3012774416
683	0.3012685494
684	0.3011393579
685	0.300928446
686	0.300903697
687	0.3008532554
688	0.3007261563
689	0.3006058727
690	0.3004456925
691	0.300311746
692	0.3003031463
693	0.3002415342
694	0.3001114746
695	0.2999713235
696	0.2998132351
697	0.2996326118
698	0.299585922
699	0.29945465
700	0.2993772385
701	0.2991921873
702	0.2990435351
703	0.2989948487
704	0.2988627593
705	0.298647541
706	0.2984361979
707	0.2982404591
708	0.2982051474
709	0.2981308147
710	0.297981084
711	0.2979566075
712	0.2978534199
713	0.2976902134
714	0.2976341326
715	0.2975083906
716	0.2974116734
717	0.2972704191
718	0.2971276529
719	0.2969715031
720	0.2968084911
721	0.2966250305
722	0.2964810255
723	0.2960228479
724	0.2959369633
725	0.2957590756
726	0.2956695167
727	0.2955648133
728	0.2953623344
729	0.295154382
730	0.2949578067
731	0.29472355
732	0.2944812729
733	0.2943143731
734	0.2941472253
735	0.2940364424
736	0.2938973805
737	0.2938723549
738	0.2938272077
739	0.2936798567
740	0.2935689258
741	0.293435301
742	0.2933649698
743	0.2930055922
744	0.2929042485
745	0.2928277537
746	0.2927606005
747	0.2925892223
748	0.2925571307
749	0.2924344787
750	0.2921948798
751	0.2921335867
752	0.292031396
753	0.2919386939
754	0.2917692626
755	0.2917165514
756	0.2915823777
757	0.2914457401
758	0.2912891425
759	0.2910545729
760	0.2908616722
761	0.2907386159
762	0.2904115067
763	0.2901930048
764	0.2901147079
765	0.2900156793
766	0.2899615474
767	0.2898238702
768	0.2897118426
769	0.2896242074
770	0.2895088555
771	0.289365803
772	0.2892673354
773	0.2891406073
774	0.2890641536
775	0.2889790864
776	0.2888844605
777	0.2888275059
778	0.2887222184
779	0.2886138957
780	0.2883219757
781	0.2882672962
782	0.2880134326
783	0.2878688995
784	0.2876714877
785	0.2874092943
786	0.2871885711
787	0.2870182733
788	0.2869023498
789	0.2867124705
790	0.2865139595
791	0.2863478166
792	0.2861533185
793	0.2860630379
794	0.2859154444
795	0.2858457528
796	0.2857218164
797	0.2855094653
798	0.2854056502
799	0.2853075935
800	0.2852283316
801	0.2851569546
802	0.285058971
803	0.2848953023
804	0.2847166349
805	0.2845403494
806	0.2844150324
807	0.2841434396
808	0.284015559
809	0.2837932263
810	0.2837138705
811	0.2836165579
812	0.2833468824
813	0.2832897886
814	0.2831424314
815	0.2828838677
816	0.282661077
817	0.2826180177
818	0.282517349
819	0.2824379204
820	0.2824210768
821	0.2822753437
822	0.2820060987
823	0.2818471073
824	0.2815984986
825	0.2815065629
826	0.2814413551
827	0.2813747675
828	0.281294395
829	0.2810783949
830	0.2809516745
831	0.2807365882
832	0.2806481055
833	0.2804830825
834	0.2804677688
835	0.2803705671
836	0.2802080161
837	0.2801073691
838	0.2799741811
839	0.2798497766
840	0.2797301459
841	0.2794694693
842	0.2792316004
843	0.2791783865
844	0.2789745572
845	0.278833234
846	0.278555365
847	0.2784060189
848	0.2782630953
849	0.2781023115
850	0.2779076959
851	0.2777279742
852	0.2775240753
853	0.2774096119
854	0.2773472198
855	0.2772571955
856	0.2771970884
857	0.2770252872
858	0.2769306628
859	0.2768950951
860	0.2766370326
861	0.2764206332
862	0.2763037296
863	0.2762165313
864	0.2760712652
865	0.2759818637
866	0.2758012724
867	0.2757510268
868	0.2753677127
869	0.2752845826
870	0.2750563386
871	0.2750119731
872	0.2747759249
873	0.2746548672
874	0.2745975452
875	0.2744500611
876	0.2744046951
877	0.2742699311
878	0.2739932188
879	0.2738497369
880	0.2737726298
881	0.2737125382
882	0.2735841993
883	0.2733523561
884	0.273250075
885	0.2730864412
886	0.2729260005
887	0.2726241336
888	0.2724501466
889	0.2722666667
890	0.2721201244
891	0.2720371673
892	0.271864128
893	0.2717886934
894	0.2715609433
895	0.2714270425
896	0.271358631
897	0.2712530936
898	0.2711749483
899	0.2711313356
900	0.2709913825
901	0.2708972188
902	0.2708206364
903	0.2707251692
904	0.2706428931
905	0.2706396187
906	0.2704992909
907	0.2703419635
908	0.2701802116
909	0.270064534
910	0.270024355
911	0.2698705287
912	0.2697283723
913	0.2696195234
914	0.2694684785
915	0.2693242126
916	0.2692146352
917	0.2689135581
918	0.2688436093
919	0.2688165503
920	0.2685624009
921	0.2682582884
922	0.2681662974
923	0.2680802502
924	0.2679657764
925	0.2679216799
926	0.2677824028
927	0.2676624809
928	0.2674295279
929	0.2672519147
930	0.2671032296
931	0.2670260398
932	0.2668399891
933	0.2667265383
934	0.2665721417
935	0.2664448182
936	0.2663520761
937	0.2662264114
938	0.2661690477
939	0.2660281437
940	0.2658682547
941	0.2657977047
942	0.2654753565
943	0.2654049389
944	0.2652759518
945	0.2652081472
946	0.2651649421
947	0.2650581876
948	0.2649227735
949	0.2648607984
950	0.2646342926
951	0.2645791003
952	0.2644111721
953	0.264086187
954	0.263916133
955	0.2638490622
956	0.2637003218
957	0.2635978632
958	0.2634260382
959	0.2633015515
960	0.2632420458
961	0.2630751
962	0.262918319
963	0.262768283
964	0.2626960365
965	0.2625759354
966	0.2623827514
967	0.2623711965
968	0.2622772665
969	0.2621836703
970	0.2621303494
971	0.2620096926
972	0.2619517006
973	0.2617539131
974	0.2616125468
975	0.2614295583
976	0.2613642027
977	0.2612582476
978	0.2611171978
979	0.2609323897
980	0.2607912552
981	0.2606821422
982	0.2605482549
983	0.2604288149
984	0.2602479818
985	0.2601289013
986	0.2599907598
987	0.2598969103
988	0.2597173999
989	0.2596562709
990	0.2594501052
991	0.2592476107
992	0.2591191841
993	0.2589893557
994	0.2587831058
995	0.258611545
996	0.2584465236
997	0.2583875581
998	0.2583420148
999	0.2582973867
